114 487 77882 118 306
133 901 88456 817 120
105 778 11612 122 684
140 698 95541 869 671
132 909 07668 276 792
136 499 90792 198 656
172 641 01725 809 366
194 919 02649 089 492
152 160 89288 315 655
114 898 07918 469 554
190 946 45708 937 134
151 113 43584 921 671
175 693 33797 416 957
174 781 26215 018 630
129 328 82601 918 873
148 098 88344 768 350
178 341 25919 272 787
152 661 49321 009 231
193 484 83371 695 801
124 507 58191 810 425
187 313 31482 089 825
123 752 70850 610 702
157 219 27926 543 071
100 634 16681 503 705
130 248 52198 724 550
