181 368 38363 931 103
159 897 57794 612 763
177 774 17547 387 382
173 485 19282 239 298
189 474 66171 329 914
142 823 06136 916 055
107 549 74168 897 990
189 009 38623 063 467
176 176 01610 933 213
103 630 99556 895 456
170 585 06608 462 580
159 119 53037 334 005
137 636 04611 026 099
110 912 43926 104 264
158 405 84005 347 796
157 773 66518 010 022
186 198 06239 436 925
150 160 88144 116 706
170 027 16602 820 678
106 773 47346 631 357
115 609 77419 255 737
175 145 43843 982 774
130 676 20075 802 999
