135 2883 304 0111 359
108 8094 572 4471 460
130 3646 797 0109 587
131 5403 197 7229 654
150 8447 659 0445 879
110 0748 874 0514 067
118 1438 836 9676 660
192 2963 471 5461 237
192 9007 142 9156 754
117 0016 151 7133 421
171 5493 201 4251 840
178 3855 097 6758 322
149 9279 872 1165 833
179 2630 375 7081 444
102 7750 597 7703 610
116 5510 194 1279 454
175 1367 457 9946 354
152 4206 651 8913 688
163 2957 248 3010 210
188 8762 259 6385 352
185 9207 832 1229 659
166 2263 809 5475 992
120 8519 015 1383 149
183 1364 574 7503 162
183 4094 887 1397 890
